Object ID,Name,Longitude,Latitude,Distance (Parsecs),Diameter (Parsecs)
23753,[GCB88] 11,287.5,-0.5,2700,66
23754,[GCB88] 12,288.6,1.5,3200,56
23755,[GCB88] 13,289.3,-0.6,7900,132
23756,[GCB88] 14,290.2,-0.2,6800,55
23757,[GCB88] 15,290.6,-0.2,8700,80
23758,[GCB88] 17,291.6,-0.4,7200,73
23759,[GCB88] 19,292.6,-0.3,8100,31
23744,[GCB88] 2,279.9,-1.6,7100,37
23760,[GCB88] 20,293.3,-1.4,2400,77
23761,[GCB88] 22,294.4,-0.7,8000,109
23762,[GCB88] 25,298.6,0.1,4700,139
23763,[GCB88] 27,299.4,-0.1,9400,66
23745,[GCB88] 3,281.4,-1.1,3200,101
23746,[GCB88] 4,282,-0.8,6100,88
23747,[GCB88] 5,282.9,1.3,2200,26
23748,[GCB88] 6,282.9,-0.7,3200,31
23749,[GCB88] 7,283.8,0,4000,65
23750,[GCB88] 8,284.5,-0.2,6600,123
23751,[GCB88] 9,285.3,0,5300,88
24158,[GLA89] 1,107,12,800,111.8828991
24159,[GLA89] 2,133,9.5,800,55.87323119
24160,[GLA89] 3,102,17.25,300,26.19656575
24161,[GLA89] 4,112.5,17.5,300,78.99149855
24162,[GLA89] 5,131.75,12.5,300,103.0988561
24163,[GLA89] 6,117.5,11.5,300,36.69757209
24892,[KKY2004] 1,222.8,-0.4,1150,3.989422804
24901,[KKY2004] 10,225.33,-1.07,1150,3.69963851
24968,[KKY2004] 100,214.67,-1.87,2200,11.91495737
24969,[KKY2004] 101,215.6,-2.8,2200,5.781222885
24970,[KKY2004] 102,216.4,-2.67,2200,7.63221522
24971,[KKY2004] 103,216.53,-2.13,2200,6.457444935
24972,[KKY2004] 105,216.8,-2.67,2200,10.4184294
24973,[KKY2004] 106,217.47,-2.8,2200,4.068428945
24974,[KKY2004] 107,221.87,-2,3200,16.27371578
24975,[KKY2004] 108,209.47,-0.13,1600,2.985410661
24902,[KKY2004] 11,225.47,-2.8,1150,3.69963851
24976,[KKY2004] 110,222.27,1.07,2000,6.955796338
24977,[KKY2004] 111,229.47,-8.4,1100,3.241022407
24978,[KKY2004] 112,226.67,-7.47,1100,4.333622421
24979,[KKY2004] 113,217.2,-0.27,1100,2.034214473
24980,[KKY2004] 114,208.53,2.4,800,2.985410661
24981,[KKY2004] 115,216,7.33,800,1.49270533
24903,[KKY2004] 12,226.13,-0.4,1150,10.01337177
24904,[KKY2004] 13,226.53,1.33,1150,4.259537946
24905,[KKY2004] 15,220.4,-2.27,1000,2.646283714
24906,[KKY2004] 16,220.8,-1.73,1000,5.262410104
24907,[KKY2004] 17,220.93,-2.67,1000,4.720348719
24908,[KKY2004] 18,221.2,-2.4,1000,3.69963851
24909,[KKY2004] 19,221.47,-1.33,1000,3.477898169
24893,[KKY2004] 2,223.47,-0.93,1150,3.03825389
24910,[KKY2004] 20,221.6,-2.4,1000,2.931615071
24911,[KKY2004] 21,221.73,-2.8,1000,3.191538243
24912,[KKY2004] 22,222.4,-3.07,1000,2.646283714
24913,[KKY2004] 27,219.07,-7.47,900,2.393653682
24914,[KKY2004] 28,219.2,-8.93,900,7.001408606
24915,[KKY2004] 29,219.33,-8.13,900,2.646283714
24894,[KKY2004] 3,223.87,-1.87,1150,10.67496788
24916,[KKY2004] 30,219.47,-10.53,900,2.034214473
24917,[KKY2004] 31,219.47,-11.2,900,2.876813696
24918,[KKY2004] 32,220.13,-8.67,900,2.393653682
24919,[KKY2004] 33,220.13,-8.93,900,1.692568751
24920,[KKY2004] 34,220.93,-8.4,900,5.670035141
24921,[KKY2004] 35,222,-4.8,900,1.692568751
24922,[KKY2004] 36,222.13,-4.67,900,2.111004123
24923,[KKY2004] 37,222.67,-6,900,2.393653682
24924,[KKY2004] 38,222.93,-5.47,900,3.141274657
24925,[KKY2004] 39,224.4,-3.73,900,3.141274657
24895,[KKY2004] 4,224.27,-1.07,1150,9.788323439
24926,[KKY2004] 40,209.47,-13.2,830,2.45924538
24927,[KKY2004] 41,211.2,-12.4,830,1.49270533
24928,[KKY2004] 42,211.87,-12.13,830,1.49270533
24929,[KKY2004] 43,212.53,-15.33,830,3.431831259
24930,[KKY2004] 44,213.33,-13.6,830,1.49270533
24931,[KKY2004] 45,213.87,-11.87,830,15.13879513
24932,[KKY2004] 46,214.8,-11.33,830,3.090193616
24933,[KKY2004] 47,215.33,-11.6,830,2.45924538
24934,[KKY2004] 48,215.33,-12.93,830,1.49270533
24935,[KKY2004] 49,215.73,-11.07,830,2.185096861
24896,[KKY2004] 5,224.4,-2.4,1150,3.69963851
24936,[KKY2004] 50,216.4,-12.53,830,3.431831259
24937,[KKY2004] 51,216.4,-12.93,830,1.49270533
24938,[KKY2004] 52,216.4,-13.33,830,2.45924538
24939,[KKY2004] 54,216.53,-11.6,830,1.49270533
24940,[KKY2004] 55,216.53,-13.87,830,4.618090772
24941,[KKY2004] 56,217.07,-11.73,830,2.185096861
24942,[KKY2004] 58,217.2,-12.4,830,4.886025119
24897,[KKY2004] 6,224.4,-2.8,1150,2.111004123
24943,[KKY2004] 60,217.5,-13.6,830,3.289762321
24944,[KKY2004] 61,217.6,-12.8,830,2.185096861
24945,[KKY2004] 62,217.73,-3.07,830,1.49270533
24946,[KKY2004] 63,218,-13.2,830,2.185096861
24947,[KKY2004] 64,212.53,-20,830,2.185096861
24948,[KKY2004] 65,214.13,-17.47,830,2.876813696
24949,[KKY2004] 68,215.47,-15.07,830,1.871205159
24950,[KKY2004] 69,215.87,-17.47,830,4.370193722
24898,[KKY2004] 7,224.67,-2.53,1150,3.69963851
24951,[KKY2004] 70,216.27,-15.07,830,8.077965503
24952,[KKY2004] 73,217.73,-17.33,830,1.871205159
24953,[KKY2004] 74,219.87,-18.13,830,4.478115991
24954,[KKY2004] 76,208.4,-18.53,500,0.977205024
24955,[KKY2004] 77,208.53,-16.67,500,2.393653682
24899,[KKY2004] 8,224.93,0.8,1150,4.259537946
24956,[KKY2004] 80,210.27,-17.2,500,1.595769122
24957,[KKY2004] 81,210.67,-18.27,500,2.646283714
24958,[KKY2004] 83,213.73,-18.4,500,1.128379167
24959,[KKY2004] 85,214.27,-17.6,500,0.977205024
24960,[KKY2004] 86,214.53,-19.2,500,1.261566261
24961,[KKY2004] 88,214.67,-18.93,500,1.784124116
24900,[KKY2004] 9,224.93,-1.2,1150,3.03825389
24962,[KKY2004] 93,216.8,-16.13,500,2.256758334
24963,[KKY2004] 94,217.07,-15.6,500,0.977205024
24964,[KKY2004] 95,218.27,-14.93,500,1.261566261
24965,[KKY2004] 96,217.2,0,2300,4.259537946
24966,[KKY2004] 98,218.13,-0.27,2300,9.541311621
24967,[KKY2004] 99,214.4,-1.33,2200,4.068428945
24982,[KOY98] 1,170.13,-0.4,2000,3
24991,[KOY98] 10,171.07,2.67,2000,9
25081,[KOY98] 100,188.53,-1.2,2000,4
25082,[KOY98] 101,188.53,2.8,2000,3
25083,[KOY98] 102,188.53,3.6,2000,4
25084,[KOY98] 103,188.8,-1.47,2000,3
25085,[KOY98] 104,188.8,1.07,2000,10
25086,[KOY98] 105,188.93,-2,2000,3
25087,[KOY98] 106,188.93,-1.2,2000,3
25088,[KOY98] 107,188.93,4.8,2000,3
25089,[KOY98] 108,189.07,4.53,2000,4
25090,[KOY98] 109,189.2,-1.07,2000,4
24992,[KOY98] 11,171.2,-9.73,140,0.32
25091,[KOY98] 110,189.33,1.6,2000,3
25092,[KOY98] 111,189.47,-1.87,2000,4
25093,[KOY98] 112,189.47,3.73,2000,5
25094,[KOY98] 113,189.47,4.4,2000,5
25095,[KOY98] 114,189.73,0.27,2000,10
25096,[KOY98] 115,190.27,-2.27,300,1
25097,[KOY98] 116,190.53,-1.87,300,0.4
25098,[KOY98] 117,190.93,0.27,2000,7
25099,[KOY98] 118,191.07,-7.33,2000,3
25100,[KOY98] 119,191.07,0.8,2000,3
24993,[KOY98] 12,171.6,0.93,2000,8
25101,[KOY98] 120,191.6,-0.8,300,0.8
25102,[KOY98] 121,191.73,-1.47,300,0.4
25103,[KOY98] 122,191.87,0.93,2000,4
25104,[KOY98] 123,192,-1.87,300,0.6
25105,[KOY98] 124,192.13,-0.93,300,0.9
25106,[KOY98] 125,192.27,-2.67,300,1
25107,[KOY98] 126,192.27,9.07,2000,3
25108,[KOY98] 127,192.53,-3.73,300,0.6
25109,[KOY98] 128,192.67,-0.13,2000,10
25110,[KOY98] 129,192.93,-3.73,300,0.4
24994,[KOY98] 13,171.73,-9.73,140,0.78
25111,[KOY98] 130,192.93,-2.53,300,0.4
25112,[KOY98] 131,193.33,-1.33,300,0.6
25113,[KOY98] 132,193.87,1.07,2000,3
25114,[KOY98] 133,194,-2.67,2000,3
25115,[KOY98] 134,194.27,-0.8,300,2
25116,[KOY98] 135,194.27,-0.27,300,0.4
25117,[KOY98] 136,194.67,0.27,2000,3
25118,[KOY98] 137,194.8,-3.33,2000,5
25119,[KOY98] 138,194.93,-1.2,2000,5
25120,[KOY98] 139,195.73,-2.27,250,0.33
24995,[KOY98] 14,171.73,-5.2,140,0.26
24996,[KOY98] 15,171.73,1.33,2000,5
24997,[KOY98] 16,171.73,7.47,2000,4
24998,[KOY98] 17,171.87,-6.27,2000,3
24999,[KOY98] 18,172,1.87,2000,3
25000,[KOY98] 19,172.8,7.07,2000,6
24983,[KOY98] 2,170.27,0.8,2000,4
25001,[KOY98] 20,172.93,-5.47,140,0.37
25002,[KOY98] 21,173.2,3.2,2000,3
25003,[KOY98] 22,173.73,2,2000,3
25004,[KOY98] 23,173.73,2.67,2000,20
25005,[KOY98] 24,174.13,4.13,2000,3
25006,[KOY98] 25,174.27,-4.4,2000,4
25007,[KOY98] 26,174.27,-1.73,720,0.95
25008,[KOY98] 27,174.27,-0.13,2000,5
25009,[KOY98] 28,174.27,2,2000,4
25010,[KOY98] 29,174.27,2.53,2000,5
24984,[KOY98] 3,170.4,-0.4,2000,3
25011,[KOY98] 30,174.8,2.67,2000,3
25012,[KOY98] 31,174.93,5.87,2000,6
25013,[KOY98] 32,175.33,1.33,2000,3
25014,[KOY98] 33,175.47,-0.13,2000,4
25015,[KOY98] 34,175.6,1.33,2000,3
25016,[KOY98] 35,175.87,-0.8,2000,3
25017,[KOY98] 36,176,-9.73,140,1.4
25018,[KOY98] 37,176.27,-2.13,2000,4
25019,[KOY98] 38,176.4,-0.67,2000,3
25020,[KOY98] 39,176.53,-1.6,2000,4
24985,[KOY98] 4,170.53,-7.87,140,0.64
25021,[KOY98] 40,176.53,-0.13,2000,9
25022,[KOY98] 41,176.53,5.07,2000,3
25023,[KOY98] 42,176.67,1.47,2000,4
25024,[KOY98] 43,176.93,4.67,2000,5
25025,[KOY98] 44,177.2,-1.73,2000,3
25026,[KOY98] 45,177.2,-1.33,2000,5
25027,[KOY98] 46,177.33,-9.07,140,0.18
25028,[KOY98] 47,177.6,-0.4,2000,4
25029,[KOY98] 48,177.87,-7.47,140,0.26
25030,[KOY98] 49,178.27,-0.67,2000,5
24986,[KOY98] 5,170.53,2.4,2000,3
25031,[KOY98] 50,178.53,-6.8,140,1.3
25032,[KOY98] 51,178.67,-4.8,140,0.26
25033,[KOY98] 52,178.67,1.2,2000,4
25034,[KOY98] 53,179.07,-0.4,2000,5
25035,[KOY98] 54,179.07,4.27,1100,5
25036,[KOY98] 55,179.2,-2.4,2000,6
25037,[KOY98] 56,179.47,-4,140,0.32
25038,[KOY98] 57,179.73,-2.67,2000,9
25039,[KOY98] 58,180.4,-2.13,2000,5
25040,[KOY98] 59,180.4,4.13,1100,2.9
24987,[KOY98] 6,170.67,-0.27,2000,3
25041,[KOY98] 60,180.8,4,4700,9
25042,[KOY98] 61,180.8,4.4,1100,5
25043,[KOY98] 62,181.07,-9.47,140,0.26
25044,[KOY98] 63,181.07,7.73,2000,4
25045,[KOY98] 64,181.47,-3.6,2000,5
25046,[KOY98] 65,181.47,-2.4,2000,3
25047,[KOY98] 66,181.6,4.13,1100,2.5
25048,[KOY98] 67,181.6,6,1100,2
25049,[KOY98] 68,181.73,-5.2,140,0.37
25050,[KOY98] 69,181.87,4.53,1100,2
24988,[KOY98] 7,170.8,-8.53,140,1.5
25051,[KOY98] 70,182,-0.27,2000,10
25052,[KOY98] 71,182.13,-10,2000,3
25053,[KOY98] 72,182.13,-1.07,2000,3
25054,[KOY98] 73,182.4,0.27,2000,7
25055,[KOY98] 74,182.67,-9.47,2000,4
25056,[KOY98] 75,182.67,-5.87,140,0.32
25057,[KOY98] 76,182.67,4.8,1100,2.5
25058,[KOY98] 77,182.93,6.27,2000,4
25059,[KOY98] 78,183.2,5.07,1100,2
25060,[KOY98] 79,183.33,-0.53,2000,6
24989,[KOY98] 8,170.8,0,2000,4
25061,[KOY98] 80,183.47,-2.93,2000,4
25062,[KOY98] 81,183.73,-3.6,2000,6
25063,[KOY98] 82,184.27,-9.87,140,0.32
25064,[KOY98] 83,184.27,-3.87,2000,4
25065,[KOY98] 84,184.4,0.27,2000,4
25066,[KOY98] 85,184.53,4.53,1100,3.2
25067,[KOY98] 86,184.93,-4.27,2000,10
25068,[KOY98] 87,184.93,-3.87,2000,6
25069,[KOY98] 88,185.33,-4.13,2000,4
25070,[KOY98] 89,185.33,-2.13,2000,8
24990,[KOY98] 9,171.07,1.47,2000,7
25071,[KOY98] 90,185.73,0.27,2000,4
25072,[KOY98] 91,185.87,-2,2000,4
25073,[KOY98] 92,185.87,-1.6,2000,3
25074,[KOY98] 93,186,2.53,2000,4
25075,[KOY98] 94,186.53,-5.33,2000,3
25076,[KOY98] 95,186.8,-5.33,2000,4
25077,[KOY98] 96,186.93,-3.87,300,0.4
25078,[KOY98] 97,187.2,-0.13,2000,5
25079,[KOY98] 98,187.47,-2.67,2000,3
25080,[KOY98] 99,187.47,6.4,2000,4
23582,[MAB97] 194.00-0.50,194,-0.5,5900,47.5
23614,[MAB97] 194.25-0.50,194.25,-0.5,5400,40.1
23663,[MAB97] 194.50-1.00,194.5,-1,6400,30.3
23572,[MAB97] 194.50-1.26,194.5,-1.26,3200,14.6
23632,[MAB97] 195.50+0.00,195.5,0,4900,14.8
23649,[MAB97] 195.75-0.13,195.75,-0.13,11000,38.4
23717,[MAB97] 196.00+0.50,196,0.5,4600,25.2
23655,[MAB97] 197.00+0.75,197,0.75,4000,34.9
23725,[MAB97] 199.63+0.25,199.63,0.25,4100,10.1
23638,[MAB97] 203.00+1.00,203,1,5700,15.6
23675,[MAB97] 204.50-0.50,204.5,-0.5,4000,16.2
23670,[MAB97] 204.63+0.13,204.63,0.13,9300,19.9
23731,[MAB97] 205.00+0.75,205,0.75,5300,27
23583,[MAB97] 205.25+0.00,205.25,0,2700,12.8
23609,[MAB97] 206.00-0.50,206,-0.5,2600,10.8
23598,[MAB97] 206.00+0.50,206,0.5,2500,9.9
23738,[MAB97] 207.50+0.25,207.5,0.25,4900,16.1
23687,[MAB97] 207.75+1.00,207.75,1,6000,10.5
23728,[MAB97] 208.50+0.75,208.5,0.75,5700,17.2
23641,[MAB97] 208.75-1.75,208.75,-1.75,8900,24.6
23650,[MAB97] 209.50-1.00,209.5,-1,6900,18.8
23690,[MAB97] 209.50-1.25,209.5,-1.25,2900,15.3
23646,[MAB97] 209.50+0.50,209.5,0.5,3700,21.5
23594,[MAB97] 210.00-0.75,210,-0.75,4600,16.9
23719,[MAB97] 210.00-2.25,210,-2.25,2500,13.1
23633,[MAB97] 210.13-1.50,210.13,-1.5,5100,15.3
23674,[MAB97] 210.13-1.75,210.13,-1.75,5500,19.1
23581,[MAB97] 210.38+0.00,210.38,0,4700,31
23619,[MAB97] 210.50-1.50,210.5,-1.5,3300,12.6
23576,[MAB97] 211.25-0.50,211.25,-0.5,2400,11.6
23718,[MAB97] 211.25-1.00,211.25,-1,6100,10.6
23652,[MAB97] 211.25-1.75,211.25,-1.75,5800,21.2
23593,[MAB97] 211.50+1.00,211.5,1,6400,33.4
23699,[MAB97] 212.25-1.00,212.25,-1,3100,9.3
23694,[MAB97] 213.00+1.25,213,1.25,5500,34
23654,[MAB97] 213.25-2.00,213.25,-2,4500,17.3
23733,[MAB97] 213.75+0.00,213.75,0,5500,9.6
23677,[MAB97] 214.00+0.75,214,0.75,5600,30
23698,[MAB97] 214.50-1.75,214.5,-1.75,2900,15.6
23608,[MAB97] 214.50+1.00,214.5,1,5900,32.2
23573,[MAB97] 215.00+1.00,215,1,6100,47.3
23611,[MAB97] 215.25-0.25,215.25,-0.25,3100,22.1
23601,[MAB97] 215.50-2.25,215.5,-2.25,5200,11.1
23636,[MAB97] 215.50+0.25,215.5,0.25,6200,25.3
23740,[MAB97] 215.75+1.25,215.75,1.25,6500,34.1
23721,[MAB97] 216.00+0.50,216,0.5,5500,13.6
23643,[MAB97] 216.25+0.00,216.25,0,2900,14.2
23668,[MAB97] 216.50+0.50,216.5,0.5,5700,13.9
23671,[MAB97] 216.50+1.25,216.5,1.25,5900,28
23713,[MAB97] 216.75-1.00,216.75,-1,3300,13.3
23618,[MAB97] 217.00+0.50,217,0.5,6300,34.8
23604,[MAB97] 217.13-0.13,217.13,-0.13,6900,17
23644,[MAB97] 217.25+0.00,217.25,0,2800,18.4
23585,[MAB97] 217.38-1.38,217.38,-1.38,6200,18.7
23640,[MAB97] 217.38+0.25,217.38,0.25,6200,37.3
23579,[MAB97] 218.00-0.25,218,-0.25,2700,20.4
23726,[MAB97] 218.00+0.25,218,0.25,2200,16.7
23732,[MAB97] 218.25-2.00,218.25,-2,2600,21.1
23645,[MAB97] 218.75-0.50,218.75,-0.5,7000,14.9
23623,[MAB97] 219.00-1.88,219,-1.88,3100,21
23603,[MAB97] 219.75-2.00,219.75,-2,3000,14
23662,[MAB97] 220.25-2.00,220.25,-2,3400,21.9
23656,[MAB97] 221.75+0.25,221.75,0.25,8000,13.9
23722,[MAB97] 222.50-0.25,222.5,-0.25,5600,15.5
23741,[MAB97] 222.75-2.00,222.75,-2,4000,22.3
23589,[MAB97] 223.25-0.25,223.25,-0.25,5900,7.3
23586,[MAB97] 223.75-2.00,223.75,-2,7500,16
23595,[MAB97] 228.00-1.00,228,-1,3400,10.2
23607,[MAB97] 229.75-2.50,229.75,-2.5,3900,10.9
23702,[MAB97] 229.88-1.00,229.88,-1,3700,10.1
23658,[MAB97] 230.00-1.00,230,-1,3700,19.6
23624,[MAB97] 230.25-2.75,230.25,-2.75,4000,26.7
23597,[MAB97] 230.75-1.25,230.75,-1.25,2100,8.3
23580,[MAB97] 231.13+0.00,231.13,0,4100,15.1
23610,[MAB97] 231.50-1.00,231.5,-1,4100,30.3
23678,[MAB97] 232.00+0.13,232,0.13,5800,20.1
23620,[MAB97] 232.25-1.00,232.25,-1,4200,22.7
23587,[MAB97] 232.75-3.25,232.75,-3.25,3800,27
23596,[MAB97] 233.00-0.75,233,-0.75,4300,39.4
23599,[MAB97] 233.00-1.00,233,-1,4500,24
23696,[MAB97] 233.25-1.75,233.25,-1.75,5000,15.2
23689,[MAB97] 234.00-0.25,234,-0.25,4100,37.7
23669,[MAB97] 234.25-0.88,234.25,-0.88,8600,36.4
23577,[MAB97] 234.50-0.25,234.5,-0.25,4100,30.3
23734,[MAB97] 234.50-0.50,234.5,-0.5,2600,9.4
23616,[MAB97] 234.75+0.50,234.75,0.5,5000,10.7
23615,[MAB97] 235.00+0.50,235,0.5,4600,13.9
23617,[MAB97] 235.38-1.75,235.38,-1.75,9300,34.2
23684,[MAB97] 235.50+0.75,235.5,0.75,4600,17
23591,[MAB97] 235.75-1.50,235.75,-1.5,5100,17.7
23679,[MAB97] 236.38-1.50,236.38,-1.5,2600,15.4
23688,[MAB97] 236.38-1.75,236.38,-1.75,8600,33.5
23631,[MAB97] 236.75-0.50,236.75,-0.5,5600,11.9
23664,[MAB97] 237.00-2.00,237,-2,2100,15
23660,[MAB97] 237.13-2.38,237.13,-2.38,5600,18.4
23647,[MAB97] 237.25-1.25,237.25,-1.25,8000,29.6
23685,[MAB97] 237.50-0.25,237.5,-0.25,5500,17.8
23683,[MAB97] 237.75-1.00,237.75,-1,2000,16.1
23700,[MAB97] 238.38-3.25,238.38,-3.25,6700,28.4
23642,[MAB97] 239.13-1.88,239.13,-1.88,9400,48.9
23612,[MAB97] 239.13-3.50,239.13,-3.5,2100,13.5
23680,[MAB97] 239.50-1.88,239.5,-1.88,8800,15.3
23574,[MAB97] 240.25-1.75,240.25,-1.75,2200,15.9
23681,[MAB97] 240.25+0.00,240.25,0,7000,19.3
23605,[MAB97] 240.25+0.50,240.25,0.5,7100,17.5
23600,[MAB97] 241.00-1.25,241,-1.25,6800,42.4
23628,[MAB97] 241.75-0.63,241.75,-0.63,7100,49.1
23712,[MAB97] 241.75-2.25,241.75,-2.25,2400,10.4
23737,[MAB97] 242.00-0.88,242,-0.88,6700,44.6
23653,[MAB97] 242.25-2.75,242.25,-2.75,2000,13.4
23693,[MAB97] 242.25+0.13,242.25,0.13,7200,41.8
23711,[MAB97] 242.63+0.13,242.63,0.13,7500,38.2
23667,[MAB97] 242.88-0.50,242.88,-0.5,6500,36.8
23692,[MAB97] 242.88+0.00,242.88,0,5500,25.4
23639,[MAB97] 243.00-3.00,243,-3,2100,16.1
23736,[MAB97] 243.25-0.75,243.25,-0.75,6900,30.5
23705,[MAB97] 244.25-2.50,244.25,-2.5,7300,9
23622,[MAB97] 244.50-2.00,244.5,-2,10800,22.9
23657,[MAB97] 244.75-0.25,244.75,-0.25,6300,15.6
23682,[MAB97] 246.75-0.50,246.75,-0.5,2100,22.8
23704,[MAB97] 247.75-0.75,247.75,-0.75,3000,12.8
23735,[MAB97] 248.00+0.50,248,0.5,2700,16.5
23707,[MAB97] 249.50-3.88,249.5,-3.88,10200,25.2
23637,[MAB97] 249.88-3.13,249.88,-3.13,11600,42.9
23673,[MAB97] 250.38-1.00,250.38,-1,7000,19.3
23578,[MAB97] 250.63-3.63,250.63,-3.63,10200,17.8
23697,[MAB97] 251.00-2.88,251,-2.88,3100,7.7
23672,[MAB97] 251.25-2.00,251.25,-2,5700,18.7
23686,[MAB97] 253.63+0.00,253.63,0,3800,38.1
23715,[MAB97] 253.75+0.00,253.75,0,3800,32.1
23575,[MAB97] 254.25-1.00,254.25,-1,8500,20.9
23665,[MAB97] 254.25-2.25,254.25,-2.25,4000,23
23714,[MAB97] 255.25-1.00,255.25,-1,9000,40.1
23613,[MAB97] 255.38-0.75,255.38,-0.75,9900,40.3
23708,[MAB97] 255.75-1.00,255.75,-1,4100,15.8
23676,[MAB97] 256.12-1.50,256.12,-1.5,10100,33.1
23592,[MAB97] 256.72-2.00,256.72,-2,5000,18.6
23629,[MAB97] 257.00-0.50,257,-0.5,6000,32
23588,[MAB97] 257.50-0.25,257.5,-0.25,6300,15.4
23651,[MAB97] 257.50-2.00,257.5,-2,4800,19.6
23710,[MAB97] 257.50-2.38,257.5,-2.38,11100,36.1
23727,[MAB97] 258.50-1.00,258.5,-1,9400,34.8
23666,[MAB97] 258.50-1.50,258.5,-1.5,7700,28.3
23701,[MAB97] 259.00-1.75,259,-1.75,6700,36.1
23648,[MAB97] 259.25-2.50,259.25,-2.5,6300,33
23691,[MAB97] 259.75-1.25,259.75,-1.25,7300,28.4
23729,[MAB97] 260.00+0.00,260,0,7100,27.5
23630,[MAB97] 260.50-0.75,260.5,-0.75,6700,35.2
23709,[MAB97] 260.63+0.38,260.63,0.38,6500,34.1
23661,[MAB97] 260.75-2.50,260.75,-2.5,7500,26.2
23720,[MAB97] 261.00-0.75,261,-0.75,8300,41.9
23621,[MAB97] 261.50-1.25,261.5,-1.25,6600,16.3
23724,[MAB97] 262.25-2.00,262.25,-2,7200,30.7
23634,[MAB97] 262.75-0.50,262.75,-0.5,7300,26.8
23730,[MAB97] 263.00-2.50,263,-2.5,7500,18.5
23659,[MAB97] 264.00-1.50,264,-1.5,4200,26.5
23602,[MAB97] 265.00-1.50,265,-1.5,4300,26.6
23606,[MAB97] 265.00+0.00,265,0,6200,13.1
23706,[MAB97] 265.25-1.25,265.25,-1.25,8300,17.6
23703,[MAB97] 265.50-1.50,265.5,-1.5,4100,16.9
23695,[MAB97] 266.50-2.00,266.5,-2,4000,13.8
23584,[MAB97] 266.50-3.00,266.5,-3,8300,14.4
23635,[MAB97] 266.75-0.75,266.75,-0.75,4700,11.7
23723,[MAB97] 266.75-2.00,266.75,-2,7500,16
23742,[MAB97] 267.00-0.75,267,-0.75,3500,18.1
23590,[MAB97] 267.25-2.00,267.25,-2,3400,13.7
23627,[MAB97] 268.50-2.50,268.5,-2.5,8300,38.3
23626,[MAB97] 269.00-0.50,269,-0.5,6700,27.2
23625,[MAB97] 269.00-1.25,269,-1.25,8300,29
23739,[MAB97] 269.25-1.75,269.25,-1.75,10400,31.4
23716,[MAB97] 269.88-0.13,269.88,-0.13,10000,34.6
24177,[S91] 12,86,0.5,4180,50.4
24178,[S91] 16,110,0,5180,142
24179,[S91] 17,111.5,-3,4070,77.6
24180,[S91] 18,115.5,4,2310,22.7
24181,[S91] 20,103,2,2310,36
24182,[S91] 29,134,0.5,4680,83.1
24183,[S91] 42,151.5,-1,3820,75.2
24184,[S91] 52,216.5,-2.5,2140,69.9
24185,[S91] 54,232,-2.5,3810,77.3
24186,[S91] 60,261,-2.5,2100,41.4
24187,[S91] 62,286,0,2340,77.1
24188,[S91] 66,291.5,-1.5,3120,117
24189,[S91] 68,299.5,-0.5,4190,141.1
24175,[S91] 8,91,-0.5,4250,66.2
24176,[S91] 9,91,-1,5460,71.1
23764,[YDM97] CO 1,100,14.8,440,2.047856686
23774,[YDM97] CO 10,103.33,16.93,300,1.396265922
23871,[YDM97] CO 100,117.2,2.67,850,1.978040712
23872,[YDM97] CO 101,117.2,12.4,200,0.930843948
23875,[YDM97] CO 102,117.33,3.2,850,15.82477561
23873,[YDM97] CO 102,117.33,3.2,850,15.82477561
23874,[YDM97] CO 102,117.33,3.2,850,15.82477561
23876,[YDM97] CO 103,117.73,4.13,850,5.934143559
23877,[YDM97] CO 104,117.73,4.4,850,5.934143559
23878,[YDM97] CO 104,117.73,4.4,850,5.934143559
23879,[YDM97] CO 105,117.73,5.6,850,1.978040712
23880,[YDM97] CO 106,117.87,-3.6,600,2.792531844
23881,[YDM97] CO 107,117.87,9.73,300,2.792546967
23882,[YDM97] CO 108,118.13,5.2,850,5.934143559
23883,[YDM97] CO 109,118.13,8.8,300,1.396265922
23775,[YDM97] CO 11,103.47,13.07,440,1.023926957
23884,[YDM97] CO 110,118.27,3.87,850,1.978040712
23885,[YDM97] CO 111,118.27,4.8,850,3.956086779
23886,[YDM97] CO 112,118.4,3.2,850,5.934143559
23887,[YDM97] CO 113,118.67,3.73,850,5.934143559
23888,[YDM97] CO 114,118.67,6.13,850,3.956086779
23889,[YDM97] CO 115,118.8,3.2,850,3.956086779
23890,[YDM97] CO 116,118.8,5.2,850,3.956086779
23891,[YDM97] CO 117,119.2,1.33,850,3.956086779
23892,[YDM97] CO 118,119.2,3.07,850,7.912216406
23893,[YDM97] CO 119,119.47,7.73,300,1.396265922
23776,[YDM97] CO 12,103.87,11.07,1000,2.32710672
23894,[YDM97] CO 120,120,3.87,850,1.978040712
23895,[YDM97] CO 121,120.13,3.07,850,15.82477561
23896,[YDM97] CO 122,120.13,3.73,850,1.978040712
23897,[YDM97] CO 123,120.27,2.4,850,1.978040712
23898,[YDM97] CO 124,120.67,3.87,850,3.956086779
23899,[YDM97] CO 125,120.67,7.47,300,1.396265922
23900,[YDM97] CO 126,120.93,-3.87,800,1.861685376
23901,[YDM97] CO 127,120.93,3.6,850,3.956086779
23902,[YDM97] CO 128,121.33,-7.73,800,1.861685376
23903,[YDM97] CO 129,121.33,0.67,850,3.956086779
23777,[YDM97] CO 13,104,12.27,1000,2.32710672
